fromNode	toNode	weight	direction	fromAltName	toAltName
ENSG00000182809	ENSG00000108639	0.0544048433092118	undirected	NA	NA
ENSG00000182809	ENSG00000124664	0.0498363582855044	undirected	NA	NA
ENSG00000182809	ENSG00000214530	0.063809389259172	undirected	NA	NA
ENSG00000182809	ENSG00000100075	0.0405165195159854	undirected	NA	NA
ENSG00000182809	ENSG00000197070	0.0261595815034124	undirected	NA	NA
ENSG00000182809	ENSG00000129514	0.0276797344220197	undirected	NA	NA
ENSG00000182809	ENSG00000107281	0.0290836825715345	undirected	NA	NA
ENSG00000182809	ENSG00000065361	0.0262622225898223	undirected	NA	NA
ENSG00000182809	ENSG00000221865	0.0460015869204724	undirected	NA	NA
ENSG00000182809	ENSG00000143578	0.0242725698666737	undirected	NA	NA
ENSG00000182809	ENSG00000115274	0.042568002733688	undirected	NA	NA
ENSG00000182809	ENSG00000102882	0.0512683606037928	undirected	NA	NA
ENSG00000182809	ENSG00000106077	0.0549319790740935	undirected	NA	NA
ENSG00000182809	ENSG00000103067	0.0539981177938187	undirected	NA	NA
ENSG00000182809	ENSG00000105289	0.0371049882221099	undirected	NA	NA
ENSG00000182809	ENSG00000176248	0.0457994054259889	undirected	NA	NA
ENSG00000182809	ENSG00000110171	0.0249626684587911	undirected	NA	NA
ENSG00000182809	ENSG00000143842	0.023064840160521	undirected	NA	NA
ENSG00000182809	ENSG00000174233	0.0356520551289758	undirected	NA	NA
ENSG00000182809	ENSG00000160325	0.0459780044915554	undirected	NA	NA
ENSG00000182809	ENSG00000176058	0.0490476169173809	undirected	NA	NA
ENSG00000182809	ENSG00000007541	0.0528727959987424	undirected	NA	NA
ENSG00000182809	ENSG00000104866	0.0487026156548785	undirected	NA	NA
ENSG00000182809	ENSG00000171219	0.034740171081235	undirected	NA	NA
ENSG00000182809	ENSG00000103245	0.0468853707961414	undirected	NA	NA
ENSG00000182809	ENSG00000179627	0.0732955170640992	undirected	NA	NA
ENSG00000182809	ENSG00000076826	0.0331964089488883	undirected	NA	NA
ENSG00000182809	ENSG00000135127	0.0349652447897191	undirected	NA	NA
ENSG00000182809	ENSG00000114737	0.0280142359876008	undirected	NA	NA
ENSG00000108639	ENSG00000124664	0.0597956525080059	undirected	NA	NA
ENSG00000108639	ENSG00000214530	0.0618251730361535	undirected	NA	NA
ENSG00000108639	ENSG00000100075	0.0531942841749463	undirected	NA	NA
ENSG00000108639	ENSG00000197070	0.0360311743361151	undirected	NA	NA
ENSG00000108639	ENSG00000129514	0.0339542369643292	undirected	NA	NA
ENSG00000108639	ENSG00000107281	0.0565080561479242	undirected	NA	NA
ENSG00000108639	ENSG00000065361	0.0360849044869507	undirected	NA	NA
ENSG00000108639	ENSG00000221865	0.052129325800125	undirected	NA	NA
ENSG00000108639	ENSG00000143578	0.0420822396663456	undirected	NA	NA
ENSG00000108639	ENSG00000115274	0.0516467455376177	undirected	NA	NA
ENSG00000108639	ENSG00000102882	0.0594689270016319	undirected	NA	NA
ENSG00000108639	ENSG00000106077	0.0668564122810639	undirected	NA	NA
ENSG00000108639	ENSG00000103067	0.0517722414189804	undirected	NA	NA
ENSG00000108639	ENSG00000105289	0.0466096315448101	undirected	NA	NA
ENSG00000108639	ENSG00000176248	0.0469053326901937	undirected	NA	NA
ENSG00000108639	ENSG00000110171	0.0373546651965747	undirected	NA	NA
ENSG00000108639	ENSG00000143842	0.0376195722273807	undirected	NA	NA
ENSG00000108639	ENSG00000174233	0.0495619046613889	undirected	NA	NA
ENSG00000108639	ENSG00000160325	0.047293871155477	undirected	NA	NA
ENSG00000108639	ENSG00000176058	0.0580697921236814	undirected	NA	NA
ENSG00000108639	ENSG00000007541	0.0597065406080166	undirected	NA	NA
ENSG00000108639	ENSG00000104866	0.046045009964801	undirected	NA	NA
ENSG00000108639	ENSG00000171219	0.0363552709949383	undirected	NA	NA
ENSG00000108639	ENSG00000103245	0.0559719506004257	undirected	NA	NA
ENSG00000108639	ENSG00000179627	0.0723188018976662	undirected	NA	NA
ENSG00000108639	ENSG00000076826	0.0417522475922589	undirected	NA	NA
ENSG00000108639	ENSG00000135127	0.0463294846036277	undirected	NA	NA
ENSG00000108639	ENSG00000114737	0.0409279440610112	undirected	NA	NA
ENSG00000124664	ENSG00000214530	0.0714014244193397	undirected	NA	NA
ENSG00000124664	ENSG00000100075	0.046483240617601	undirected	NA	NA
ENSG00000124664	ENSG00000197070	0.0599053804343656	undirected	NA	NA
ENSG00000124664	ENSG00000129514	0.0754880196664499	undirected	NA	NA
ENSG00000124664	ENSG00000107281	0.0726296772579091	undirected	NA	NA
ENSG00000124664	ENSG00000065361	0.0668713493498147	undirected	NA	NA
ENSG00000124664	ENSG00000221865	0.0466594958613624	undirected	NA	NA
ENSG00000124664	ENSG00000143578	0.0921073521009564	undirected	NA	NA
ENSG00000124664	ENSG00000115274	0.052780533416932	undirected	NA	NA
ENSG00000124664	ENSG00000102882	0.06244349016242	undirected	NA	NA
ENSG00000124664	ENSG00000106077	0.0583866671839844	undirected	NA	NA
ENSG00000124664	ENSG00000103067	0.0499012571288887	undirected	NA	NA
ENSG00000124664	ENSG00000105289	0.0632446498354974	undirected	NA	NA
ENSG00000124664	ENSG00000176248	0.0406812948268668	undirected	NA	NA
ENSG00000124664	ENSG00000110171	0.0937324609527277	undirected	NA	NA
ENSG00000124664	ENSG00000143842	0.0743414535590007	undirected	NA	NA
ENSG00000124664	ENSG00000174233	0.0624810776628245	undirected	NA	NA
ENSG00000124664	ENSG00000160325	0.0621764368557074	undirected	NA	NA
ENSG00000124664	ENSG00000176058	0.0529468004381456	undirected	NA	NA
ENSG00000124664	ENSG00000007541	0.0432884594587329	undirected	NA	NA
ENSG00000124664	ENSG00000104866	0.0438470500628067	undirected	NA	NA
ENSG00000124664	ENSG00000171219	0.0417164466026286	undirected	NA	NA
ENSG00000124664	ENSG00000103245	0.0546580247416971	undirected	NA	NA
ENSG00000124664	ENSG00000179627	0.050711620912971	undirected	NA	NA
ENSG00000124664	ENSG00000076826	0.052763094485241	undirected	NA	NA
ENSG00000124664	ENSG00000135127	0.061652167443093	undirected	NA	NA
ENSG00000124664	ENSG00000114737	0.0920328805748409	undirected	NA	NA
ENSG00000214530	ENSG00000100075	0.0507390359759505	undirected	NA	NA
ENSG00000214530	ENSG00000197070	0.042992472500699	undirected	NA	NA
ENSG00000214530	ENSG00000129514	0.0411771266239017	undirected	NA	NA
ENSG00000214530	ENSG00000107281	0.0510616375822999	undirected	NA	NA
ENSG00000214530	ENSG00000065361	0.0390088371920498	undirected	NA	NA
ENSG00000214530	ENSG00000221865	0.0546332453685639	undirected	NA	NA
ENSG00000214530	ENSG00000143578	0.043630414303332	undirected	NA	NA
ENSG00000214530	ENSG00000115274	0.0545263999174423	undirected	NA	NA
ENSG00000214530	ENSG00000102882	0.0645107418117404	undirected	NA	NA
ENSG00000214530	ENSG00000106077	0.0625922355561126	undirected	NA	NA
ENSG00000214530	ENSG00000103067	0.0598979782920277	undirected	NA	NA
ENSG00000214530	ENSG00000105289	0.053774902843742	undirected	NA	NA
ENSG00000214530	ENSG00000176248	0.0530692222721243	undirected	NA	NA
ENSG00000214530	ENSG00000110171	0.0483983306324282	undirected	NA	NA
ENSG00000214530	ENSG00000143842	0.0389775491435332	undirected	NA	NA
ENSG00000214530	ENSG00000174233	0.0470951736075362	undirected	NA	NA
ENSG00000214530	ENSG00000160325	0.0562746707131975	undirected	NA	NA
ENSG00000214530	ENSG00000176058	0.0566630753811148	undirected	NA	NA
ENSG00000214530	ENSG00000007541	0.0639815241651715	undirected	NA	NA
ENSG00000214530	ENSG00000104866	0.0565899023018603	undirected	NA	NA
ENSG00000214530	ENSG00000171219	0.0392409410783736	undirected	NA	NA
ENSG00000214530	ENSG00000103245	0.0561973530698265	undirected	NA	NA
ENSG00000214530	ENSG00000179627	0.0787840256162426	undirected	NA	NA
ENSG00000214530	ENSG00000076826	0.0452679359048097	undirected	NA	NA
ENSG00000214530	ENSG00000135127	0.0511883827496562	undirected	NA	NA
ENSG00000214530	ENSG00000114737	0.0502310246238888	undirected	NA	NA
ENSG00000100075	ENSG00000197070	0.0437378341891377	undirected	NA	NA
ENSG00000100075	ENSG00000129514	0.0212937889277876	undirected	NA	NA
ENSG00000100075	ENSG00000107281	0.0629148737074769	undirected	NA	NA
ENSG00000100075	ENSG00000065361	0.0206745384933582	undirected	NA	NA
ENSG00000100075	ENSG00000221865	0.0491283920849987	undirected	NA	NA
ENSG00000100075	ENSG00000143578	0.0292102251098567	undirected	NA	NA
ENSG00000100075	ENSG00000115274	0.0490385403000444	undirected	NA	NA
ENSG00000100075	ENSG00000102882	0.049868841771732	undirected	NA	NA
ENSG00000100075	ENSG00000106077	0.0466250951351973	undirected	NA	NA
ENSG00000100075	ENSG00000103067	0.0499611336403325	undirected	NA	NA
ENSG00000100075	ENSG00000105289	0.0309079402094911	undirected	NA	NA
ENSG00000100075	ENSG00000176248	0.0514393239884641	undirected	NA	NA
ENSG00000100075	ENSG00000110171	0.0400104580154782	undirected	NA	NA
ENSG00000100075	ENSG00000143842	0.0352273046116209	undirected	NA	NA
ENSG00000100075	ENSG00000174233	0.0400783651746187	undirected	NA	NA
ENSG00000100075	ENSG00000160325	0.0287664618923913	undirected	NA	NA
ENSG00000100075	ENSG00000176058	0.0454661262776618	undirected	NA	NA
ENSG00000100075	ENSG00000007541	0.0595960782821758	undirected	NA	NA
ENSG00000100075	ENSG00000104866	0.0472966425436212	undirected	NA	NA
ENSG00000100075	ENSG00000171219	0.0349645133782769	undirected	NA	NA
ENSG00000100075	ENSG00000103245	0.0660398934998168	undirected	NA	NA
ENSG00000100075	ENSG00000179627	0.0577882763697554	undirected	NA	NA
ENSG00000100075	ENSG00000076826	0.0368175106340778	undirected	NA	NA
ENSG00000100075	ENSG00000135127	0.0333968537772442	undirected	NA	NA
ENSG00000100075	ENSG00000114737	0.0326219658154674	undirected	NA	NA
ENSG00000197070	ENSG00000129514	0.0295809644005641	undirected	NA	NA
ENSG00000197070	ENSG00000107281	0.0632506536701511	undirected	NA	NA
ENSG00000197070	ENSG00000065361	0.0216636612788519	undirected	NA	NA
ENSG00000197070	ENSG00000221865	0.0686850698748288	undirected	NA	NA
ENSG00000197070	ENSG00000143578	0.030124213445628	undirected	NA	NA
ENSG00000197070	ENSG00000115274	0.041601983473663	undirected	NA	NA
ENSG00000197070	ENSG00000102882	0.0359701098388195	undirected	NA	NA
ENSG00000197070	ENSG00000106077	0.022434316338783	undirected	NA	NA
ENSG00000197070	ENSG00000103067	0.0732327497845206	undirected	NA	NA
ENSG00000197070	ENSG00000105289	0.0267096385755245	undirected	NA	NA
ENSG00000197070	ENSG00000176248	0.0878891714029323	undirected	NA	NA
ENSG00000197070	ENSG00000110171	0.0682837181525856	undirected	NA	NA
